beggar,sadness
behemoth,fear
bellows,anger
benevolence,joy
benign,joy
bereaved,sadness
bereavement,sadness
berserk,anger
bestial,fear
betrothed,joy
beware,fear
bewildered,fear
bewilderment,fear
bias,anger
bickering,anger
bile,anger
biopsy,fear
birthday,joy
birthplace,anger
blame,anger
blasphemous,anger
blasphemy,anger
blatant,anger
blaze,anger
bleak,sadness
bless,joy
blessed,joy
blessing,joy
blessings,joy
blighted,sadness
blindfold,fear
blindly,sadness
blindness,sadness
bliss,joy
blissful,joy
blob,fear
bloom,joy
blossom,joy
blue,sadness
blunder,sadness
bogus,anger
bonanza,joy
bonus,joy
boredom,sadness
bottom,sadness
bottomless,fear
bountiful,joy
bounty,joy
bouquet,joy
bout,anger
boxing,anger
brazen,anger
breakup,sadness
bridal,joy
bride,joy
bridegroom,joy
bridesmaid,joy
brigade,fear
brighten,joy
brilliant,joy
broil,anger
brotherly,joy
brunt,anger
buck,fear
buddy,joy
buffet,anger
bug,fear
bum,sadness
bummer,anger
bunker,fear
burglar,fear
bury,sadness
buss,joy
buzz,fear
cabal,fear
cacophony,anger
cad,anger
cage,sadness
calamity,sadness
calf,joy
callous,anger
cancel,sadness
candid,joy
canker,anger
cannibal,fear
captivate,joy
captivity,sadness
captor,fear
carelessness,anger
carnivorous,fear
carol,joy
cartridge,fear
cathedral,joy
cautionary,fear
cautious,fear
cautiously,fear
celebrated,joy
celebrating,joy
celebration,joy
celestial,joy
ceremony,joy
chagrin,sadness
champion,joy
change,fear
chaotic,anger
charitable,joy
charity,joy
charmed,joy
chasm,fear
cheat,anger
cheer,joy
cheerful,joy
cheerfulness,joy
cheering,joy
cheery,joy
cherish,joy
chicken,fear
child,joy
childhood,joy
chimera,fear
chirp,joy
chocolate,joy
choir,joy
choral,joy
chronic,sadness
chuckle,joy
civilized,joy
claimant,anger
clamor,anger
clap,joy
clash,anger
classics,joy
clean,joy
cleave,fear
cliff,fear
climax,joy
closeness,joy
clouded,sadness
cloudiness,fear
cloudy,sadness
clown,joy
cobra,fear
cocaine,sadness
collision,anger
comfort,joy
commemoration,joy
commendable,joy
committal,sadness
commotion,anger
communion,joy
companion,joy
compassion,fear
compensate,joy
complaint,anger
complement,joy
completing,joy
completion,joy
complicate,anger
compliment,joy
compress,anger
compulsion,anger
conceal,sadness
concealed,fear
conciliation,joy
condemn,anger
condolence,sadness
confessional,fear
confident,joy
confront,anger
congratulatory,joy
connoisseur,joy
console,sadness
conspiracy,fear
conspire,fear
constrain,fear
contagion,fear
contagious,fear
contemptible,anger
contemptuous,anger
content,joy
contradict,anger
controversial,anger
coop,anger
cop,fear
copycat,anger
coronation,joy
corpse,sadness
corrosive,fear
corse,sadness
couch,sadness
coup,anger
courageous,fear
courtship,joy
cowardice,fear
cowardly,fear
coy,fear
coyote,fear
crabby,anger
cradle,joy
cranky,anger
cream,joy
create,joy
creature,fear
cremation,sadness
crescendo,joy
crime,anger
crippled,sadness
crocodile,fear
crouch,fear
crouching,fear
crowning,joy
crumbling,sadness
crunch,anger
cry,sadness
crying,sadness
cuddle,joy
cult,fear
cumbersome,sadness
cursing,anger
cussed,anger
cutter,fear
cyanide,fear
cyclone,fear
cytomegalovirus,sadness
dabbling,anger
dagger,fear
damages,sadness
dame,anger
damn,anger
dance,joy
dangerous,fear
dark,sadness
darling,joy
dart,fear
daughter,joy
dawn,joy
deal,joy
debauchery,fear
debt,sadness
decayed,sadness
deceased,sadness
deceitful,sadness
deceived,anger
decomposed,sadness
decry,anger
defamation,fear
defamatory,anger
defeated,sadness
defect,anger
defection,fear
defend,fear
defiant,anger
deflation,fear
deformed,sadness
defraud,anger
defunct,sadness
delicious,joy
delight,joy
delighted,joy
delightful,joy
delinquent,anger
delirious,sadness
delirium,sadness
deliverance,joy
demand,anger
demented,fear
denied,sadness
denounce,anger
dentistry,fear
deny,anger
depart,sadness
departed,sadness
departure,sadness
depravity,anger
depreciate,anger
depreciation,fear
depressing,sadness
depression,sadness
depressive,sadness
derision,anger
deserve,anger
desist,anger
despicable,anger
despise,anger
despotic,fear
destruction,anger
detention,sadness
deteriorated,sadness
detest,anger
detonate,fear
detonation,anger
detract,anger
deviation,sadness
devilish,fear
devout,joy
diagnosis,fear
diamond,joy
diary,joy
diatribe,anger
dictator,fear
dictatorial,anger
difficult,fear
difficulties,sadness
dilapidated,sadness
diminish,sadness
dinosaur,fear
disability,sadness
disagree,anger
disappear,fear
disappointing,sadness
disappointment,sadness
disapproval,sadness
discipline,fear
disclaim,anger
discolored,sadness
discomfort,sadness
disconnect,sadness
disconnected,sadness
discord,anger
disdain,anger
disgraceful,anger
disheartened,sadness
disheartening,sadness
disintegrate,fear
dislike,anger
disobedience,anger
disobedient,anger
disobey,anger
disorder,fear
dispassionate,sadness
dispel,sadness
dispute,anger
disqualify,sadness
disrespect,anger
dissension,anger
dissonance,anger
distracted,anger
distracting,anger
distraught,sadness
distressed,fear
disused,anger
ditty,joy
doldrums,sadness
dole,sadness
doll,joy
dolor,sadness
dolphin,joy
dominant,fear
dominion,fear
doom,fear
dove,joy
drab,sadness
dragon,fear
dread,fear
dreary,sadness
drugged,sadness
dubious,fear
dull,sadness
dungeon,fear
dupe,anger
duplicity,anger
dysentery,sadness
eager,joy
eagerness,joy
ecstasy,joy
ecstatic,joy
edict,fear
edification,joy
eel,fear
effigy,anger
egregious,anger
ejaculation,joy
elated,joy
elbow,anger
electric,joy
elegance,joy
elegant,joy
elite,joy
emancipation,joy
embarrass,sadness
embrace,joy
emptiness,sadness
enchant,joy
enchanted,joy
enchanting,joy
encourage,joy
encroachment,fear
endanger,fear
endangered,fear
engaged,joy
engaging,joy
enigmatic,fear
enjoy,joy
enjoying,joy
enlighten,joy
enlightenment,joy
enliven,joy
entertain,joy
entertained,joy
entertaining,joy
entertainment,joy
enthusiasm,joy
enthusiast,joy
epitaph,sadness
equality,joy
eradicate,anger
erase,fear
erotic,joy
error,sadness
erupt,anger
escalate,anger
escape,fear
escaped,fear
established,joy
ethereal,fear
evacuate,fear
evanescence,sadness
eventuality,fear
evergreen,joy
evict,sadness
exaggerate,anger
exalt,joy
exaltation,joy
exalted,joy
examination,fear
exasperation,anger
exceed,joy
excel,joy
excellence,joy
excellent,joy
excited,joy
excitement,joy
exciting,joy
excluded,sadness
excluding,sadness
excruciating,fear
exhausted,sadness
exhaustion,sadness
exhilaration,joy
exigent,fear
expedient,joy
expire,sadness
expletive,anger
explosion,fear
expose,fear
exquisite,joy
extinct,sadness
extinguish,anger
extrajudicial,fear
exuberance,joy
fain,joy
faith,joy
faithless,sadness
fall,sadness
fallacious,anger
falling,sadness
falsehood,anger
falsification,anger
falter,fear
familiarity,joy
famine,sadness
fanaticism,fear
fancy,joy
fanfare,joy
fang,fear
fangs,fear
fasting,sadness
fatigued,sadness
fault,sadness
favorable,joy
favorite,joy
fearing,fear
fearless,fear
feat,joy
fee,anger
feeble,sadness
felicity,joy
fell,sadness
felon,fear
fenced,anger
ferocity,anger
festival,joy
festive,joy
fete,joy
feud,anger
fever,fear
fib,anger
fidelity,joy
fiesta,joy
fighting,anger
fire,fear
firstborn,joy
fits,anger
fitting,joy
flaccid,sadness
flagrant,anger
flattering,joy
flaw,sadness
fled,fear
flee,fear
flirt,joy
flood,fear
flop,sadness
flu,fear
flying,fear
fondness,joy
food,joy
football,joy
foray,anger
forbid,sadness
forced,fear
forearm,anger
foreboding,fear
forefathers,joy
foreigner,fear
forewarned,fear
forlorn,sadness
formidable,fear
forsake,sadness
fortitude,joy
fortune,joy
found,joy
frailty,sadness
frantic,fear
fraternal,joy
fraud,anger
fraudulent,anger
frayed,sadness
freakish,fear
freedom,joy
freely,joy
fret,fear
friction,anger
friend,joy
friendliness,joy
friendly,joy
friendship,joy
frigate,fear
fright,fear
frightened,fear
frisky,joy
frolic,joy
frown,sadness
fruitless,sadness
frustrated,anger
frustration,anger
fulfill,joy
fulfillment,joy
fuming,anger
fun,joy
funeral,sadness
funk,sadness
furious,anger
furiously,anger
furnace,anger
furor,anger
furrow,sadness
futile,sadness
gain,joy
gall,anger
garden,joy
gash,fear
gasping,fear
gem,joy
generosity,joy
generous,joy
genial,joy
geriatric,sadness
ghastly,fear
ghost,fear
ghostly,fear
giant,fear
gibberish,anger
gift,joy
giggle,joy
glad,joy
gladiator,fear
gladness,joy
glaring,anger
glee,joy
glide,joy
glimmer,joy
glitter,joy
gloom,sadness
gloomy,sadness
glorification,joy
glorify,joy
glory,joy
glow,joy
glum,sadness
goblin,fear
godless,anger
godly,joy
godsend,joy
good,joy
goodness,joy
gorgeous,joy
government,fear
grab,anger
grandchildren,joy
grant,joy
grated,anger
gratify,joy
grating,anger
gratitude,joy
gray,sadness
greatness,joy
greed,anger
green,joy
grenade,fear
grief,sadness
grin,joy
grisly,fear
grizzly,fear
groan,sadness
grow,joy
grudge,anger
gruff,anger
grumble,anger
guard,fear
guerilla,fear
guilt,sadness
gullible,sadness
gulp,fear
gunpowder,fear
gush,joy
hag,fear
haggard,sadness
hallucination,fear
handicap,sadness
hangman,fear
happily,joy
happiness,joy
happy,joy
harass,anger
harassing,anger
hardship,sadness
hardy,joy
harm,fear
harmoniously,joy
harmony,joy
harrowing,fear
harvest,joy
hating,anger
haughty,anger
haunt,fear
hawk,fear
hazard,fear
hazardous,fear
haze,fear
heal,joy
healing,joy
healthful,joy
hearing,fear
heartache,sadness
heartily,joy
heartless,sadness
heathen,fear
heavenly,joy
heavens,joy
hedonism,joy
heft,fear
heighten,fear
helmet,fear
helpful,joy
hermit,sadness
hero,joy
heroic,joy
heroism,joy
hesitation,fear
heyday,joy
hide,fear
hiding,fear
hilarious,joy
hilarity,joy
hindering,sadness
hire,joy
hit,anger
hoary,sadness
hobby,joy
hobo,sadness
holiday,joy
hollow,sadness
homesick,sadness
homework,fear
honeymoon,joy
hooded,fear
hoot,anger
hope,joy
hopeful,joy
horrified,fear
hospice,sadness
hostility,anger
hot,anger
huff,anger
hug,joy
humanitarian,joy
humanity,joy
humble,sadness
humbled,sadness
humiliation,sadness
humorous,joy
hurrah,joy
hurricane,fear
hut,sadness
hydra,fear
hypertrophy,fear
hysteria,fear
idiotic,anger
idolatry,fear
illuminate,joy
illumination,joy
immaculate,joy
immaturity,anger
imminent,fear
immorality,anger
impeach,fear
impending,fear
implicate,anger
impossible,sadness
improve,joy
improvement,joy
imprudent,sadness
inability,sadness
inadequate,sadness
inadmissible,anger
inattention,anger
inauguration,joy
incense,anger
incongruous,anger
inconsequential,sadness
incredulous,anger
incubus,fear
incursion,fear
indecency,anger
indefensible,fear
indenture,anger
independence,joy
indictment,fear
indigent,sadness
indignant,anger
indignation,anger
indomitable,fear
inefficiency,sadness
inefficient,sadness
inept,anger
infamy,sadness
infantile,anger
infarct,fear
infection,fear
inferior,sadness
infertility,sadness
infestation,fear
infinity,joy
infirmity,fear
inflation,fear
infraction,anger
inheritance,joy
inhospitable,sadness
inhumanity,sadness
injection,fear
injustice,anger
inmate,fear
inoperative,anger
insecurity,fear
inseparable,joy
inspiration,joy
inspire,joy
inspired,joy
instability,fear
insufficiency,anger
insurrection,anger
inter,sadness
interested,sadness
interment,sadness
interminable,anger
interrogate,fear
interrogation,fear
interrupt,anger
interrupted,sadness
intervention,sadness
interviewer,fear
intimate,joy
intimidate,fear
intolerable,anger
intractable,anger
intrigue,fear
intrusion,fear
invalid,sadness
invasion,anger
invite,joy
inviting,joy
involution,anger
involvement,anger
irate,anger
ire,anger
iris,fear
irrational,fear
irritability,anger
irritable,anger
irritating,anger
isolate,sadness
isolation,sadness
jab,anger
jackpot,joy
jaundice,fear
jaws,fear
jealous,anger
jeopardy,fear
jerk,anger
jest,joy
joker,joy
jovial,joy
joy,joy
joyful,joy
joyous,joy
jubilant,joy
jubilee,joy
jump,joy
jungle,fear
jurisprudence,sadness
kennel,sadness
kerosene,fear
khan,fear
kick,anger
kicking,anger
kind,joy
kindred,joy
kiss,joy
kitten,joy
kudos,joy
labor,joy
labored,sadness
lamb,joy
lamenting,sadness
late,sadness
latent,anger
laugh,joy
laughing,joy
laughter,joy
laurels,joy
lax,sadness
laxative,fear
leave,sadness
leeches,fear
leisure,joy
lethargy,sadness
liberation,joy
liberty,joy
liking,joy
lines,fear
lion,fear
listless,sadness
litigious,anger
livid,anger
loath,anger
loathe,anger
loathsome,anger
locust,fear
lone,sadness
lonesome,sadness
longing,sadness
loom,fear
lost,sadness
loudness,anger
lovable,joy
love,joy
lovemaking,joy
lover,joy
loving,joy
lower,sadness
lowest,sadness
lowly,sadness
luck,joy
lucky,joy
luscious,joy
lush,sadness
luster,joy
luxurious,joy
luxury,joy
lying,anger
lyre,joy
lyrical,joy
mace,fear
mafia,fear
mage,fear
magical,joy
magnificence,joy
magnificent,joy
majestic,joy
majority,joy
malaise,sadness
malign,anger
malpractice,anger
mandamus,fear
mange,fear
manifestation,fear
margin,sadness
marriage,joy
marrow,joy
martial,anger
marvelous,joy
marvelously,joy
massage,joy
masterpiece,joy
matrimony,joy
mausoleum,sadness
meaningless,sadness
medal,joy
meddle,anger
medical,fear
meditate,joy
meek,sadness
melancholic,sadness
melancholy,sadness
melee,fear
meltdown,sadness
memorable,joy
memorials,sadness
mercenary,fear
merciless,fear
meritorious,joy
merriment,joy
merry,joy
midwife,joy
military,fear
ministry,joy
miracle,joy
miraculous,joy
mirth,joy
misbehavior,anger
miserably,sadness
misleading,anger
misplace,anger
misrepresentation,sadness
misrepresented,anger
missile,fear
misstatement,anger
mistake,sadness
mistaken,fear
mistress,anger
mistrust,fear
monsoon,sadness
monster,fear
moral,anger
morbid,sadness
moribund,sadness
mortgage,fear
mortgagor,fear
mosquito,anger
motherhood,joy
mourn,sadness
mourning,sadness
muff,anger
mule,anger
mum,fear
murky,sadness
musket,fear
mutter,anger
muzzle,fear
mysterious,fear
nag,anger
nap,joy
napkin,sadness
nauseous,sadness
necessity,sadness
negation,anger
negative,sadness
nervous,fear
nervousness,fear
nettle,anger
neurotic,fear
newcomer,fear
nightmare,fear
noisy,anger
nonsensical,sadness
noose,sadness
notable,joy
nothingness,sadness
noxious,fear
nuisance,anger
numbness,sadness
nursery,joy
nutritious,sadness
oasis,joy
obesity,sadness
obey,fear
obi,fear
obit,sadness
obituary,sadness
objection,anger
obligor,fear
obscenity,anger
obstructive,anger
obtainable,joy
occult,fear
oddity,sadness
offend,anger
offensive,anger
ogre,fear
older,sadness
omen,fear
ominous,fear
omnipotence,fear
operation,fear
opinionated,anger
opportune,joy
opposition,anger
optimism,joy
ordeal,anger
ordination,joy
ordnance,fear
organ,joy
organization,joy
orgasm,joy
outpost,fear
outrage,anger
outsider,fear
outstanding,joy
ovation,sadness
overbearing,anger
overdue,sadness
overjoyed,joy
overload,sadness
overt,fear
overthrow,fear
overwhelmed,sadness
painfully,sadness
panic,fear
parachute,fear
paragon,joy
paranoia,fear
parasite,fear
parting,sadness
passion,joy
passionate,joy
pastor,joy
pastry,joy
pathetic,sadness
patter,anger
pauper,sadness
pay,joy
payback,anger
peace,joy
peaceful,joy
penitentiary,anger
pensive,sadness
perfect,joy
perfection,joy
perished,sadness
perjury,fear
perplexity,sadness
perturbation,fear
pervert,anger
pestilence,fear
phalanx,fear
phantom,fear
phony,anger
picketing,anger
picnic,joy
picturesque,joy
pine,sadness
pinion,fear
pious,sadness
pique,anger
pirate,anger
pity,sadness
plaintive,sadness
playground,joy
playhouse,joy
pleasant,joy
pleased,joy
pleasurable,joy
pledge,joy
plummet,fear
plunge,fear
pneumonia,fear
pointless,sadness
polemic,anger
police,fear
policeman,fear
politics,anger
posse,fear
possess,joy
posthumous,sadness
pound,anger
pow,anger
powerfully,fear
practiced,joy
praise,joy
praised,joy
praiseworthy,joy
precious,joy
precipice,fear
preclude,anger
predicament,fear
prejudice,anger
prejudiced,fear
prejudicial,anger
premeditated,fear
present,joy
preservative,joy
prestige,joy
presto,joy
presumptuous,anger
pretending,anger
pretty,joy
prevail,joy
prevent,fear
prey,fear
pride,joy
princely,joy
privileged,joy
procedure,fear
profane,anger
profanity,anger
proficiency,joy
prognosis,fear
progress,joy
projectile,fear
projectiles,fear
promise,joy
prosper,joy
prosperous,joy
prostitution,sadness
proud,joy
providing,joy
provocation,anger
provoking,anger
prowl,fear
pry,anger
puma,fear
punish,fear
purgatory,fear
purge,fear
purify,joy
purr,joy
quail,fear
quaint,joy
quake,fear
quarantine,fear
quarrel,anger
quash,fear
quiet,sadness
quiver,fear
quivering,fear
rack,sadness
radiance,joy
radiant,joy
radiation,fear
radioactive,fear
radon,fear
rage,anger
rail,anger
rainy,sadness
ram,anger
rapping,anger
rapt,joy
raptors,fear
rapture,joy
rat,fear
rattlesnake,fear
ravine,fear
razor,fear
readiness,joy
recalcitrant,anger
receiving,joy
recesses,fear
reconciliation,joy
recreation,joy
recreational,joy
refugee,sadness
refused,sadness
refutation,fear
regiment,fear
regret,sadness
regrettable,sadness
regretted,sadness
regretting,sadness
regulatory,fear
rejoice,joy
rejoicing,joy
relics,sadness
reluctant,fear
remains,fear
remand,anger
remarkable,joy
remedy,joy
remorse,sadness
renegade,anger
renounce,anger
renovation,joy
repellant,fear
repent,fear
repress,sadness
repression,fear
reprimand,anger
reproductive,joy
repudiation,anger
repulsion,fear
requiem,sadness
rescue,joy
resection,fear
resent,anger
resentful,anger
resignation,sadness
resigned,sadness
resistance,anger
resistant,fear
resources,joy
respect,joy
respite,joy
resplendent,joy
restitution,anger
restorative,joy
restrained,fear
restrict,sadness
retaliate,anger
retaliatory,anger
reticent,fear
retract,anger
retrenchment,fear
revel,joy
revels,joy
revere,joy
reverence,joy
reverend,joy
reverie,joy
reversal,anger
revival,joy
revolt,anger
reward,joy
rhythmical,joy
ridiculous,anger
rigor,fear
ringer,anger
rising,joy
risk,fear
risky,fear
rivalry,anger
roadster,joy
robber,fear
rocket,anger
rod,fear
rollicking,joy
romantic,joy
romanticism,joy
romp,joy
rook,anger
row,anger
rue,sadness
rule,fear
rumor,sadness
runaway,sadness
sadly,sadness
sadness,sadness
safe,joy
sag,fear
saint,joy
saintly,joy
salary,joy
saloon,anger
salutary,joy
salute,joy
salvation,joy
samurai,fear
sanctification,joy
sanctuary,joy
sap,sadness
satanic,anger
satisfied,joy
save,joy
scaffold,fear
scalpel,fear
scandal,fear
scandalous,anger
scarcely,sadness
scarecrow,fear
schism,anger
scholarship,joy
scoff,anger
scolding,anger
scorching,anger
score,joy
scorn,anger
screech,fear
screwed,anger
secluded,sadness
seclusion,fear
seize,fear
seizure,fear
selfish,anger
sensational,joy
sensual,joy
sensuality,joy
sensuous,joy
separatist,anger
sequestration,sadness
serenity,joy
serpent,fear
setback,sadness
settlor,fear
severance,sadness
sex,joy
shack,sadness
shady,fear
shaking,fear
sham,anger
shameful,sadness
shanghai,fear
shank,fear
share,joy
sharpen,anger
shattered,sadness
shining,joy
shit,anger
shoddy,anger
shooter,fear
shoplifting,anger
shopping,joy
shout,anger
shove,anger
shrapnel,fear
shroud,sadness
shudder,fear
sick,sadness
sickly,sadness
silly,joy
simmer,anger
simplify,joy
siren,fear
sizzle,anger
skewed,anger
skirmish,anger
slander,anger
slap,anger
slash,anger
slay,anger
sluggish,sadness
slump,sadness
slut,anger
smack,anger
smell,anger
smile,joy
smiling,joy
smother,anger
smuggle,fear
smut,fear
snake,fear
snare,fear
snarl,anger
snarling,anger
sneaking,fear
sneer,anger
snort,sadness
sob,sadness
socialism,fear
somber,sadness
sonorous,joy
soothing,joy
sorcery,fear
sorely,sadness
soreness,sadness
sorrowful,sadness
sortie,fear
soulmate,fear
soundness,joy
spa,joy
spaniel,joy
spanking,anger
sparkle,joy
spasm,fear
spat,anger
special,joy
spider,fear
spike,fear
spine,anger
spirits,joy
spite,anger
spiteful,anger
splendid,joy
splendor,joy
splitting,sadness
spoiler,sadness
spook,fear
spouse,joy
sprain,sadness
sprite,fear
spur,fear
squeamish,fear
squelch,anger
stagnant,sadness
stalemate,anger
stalk,fear
standstill,anger
star,joy
starry,joy
startle,fear
stealing,fear
stealthy,fear
sterile,sadness
stillborn,sadness
stolen,anger
stone,anger
storm,anger
storming,anger
stormy,fear
strained,anger
straits,fear
stranger,fear
strengthening,joy
stricken,sadness
strife,anger
strike,anger
strip,sadness
stunned,fear
subjected,sadness
sublimation,joy
subordinate,fear
subsidence,sadness
subsidy,anger
subversive,anger
succeed,joy
succeeding,joy
success,joy
successful,joy
sucker,anger
sun,joy
sunny,joy
sunshine,joy
superman,joy
superstar,joy
superstition,fear
supporter,joy
surcharge,anger
surly,anger
surrendering,sadness
surveillance,fear
suspect,fear
suspense,fear
suspension,fear
suspicion,fear
suspicious,anger
sweat,fear
sweet,joy
sweets,joy
swelling,fear
symmetry,joy
sympathize,sadness
sympathy,sadness
symphony,joy
synchronize,joy
syringe,fear
tackle,anger
taint,sadness
tantalizing,joy
tariff,anger
tarnish,sadness
tax,sadness
teach,joy
tender,joy
tenderness,joy
tension,anger
terminate,sadness
termination,sadness
terribly,sadness
terrific,sadness
terror,fear
thankful,joy
thanksgiving,joy
therapeutic,joy
thirst,sadness
thirteenth,fear
thorny,fear
thoughtless,anger
thrilling,joy
thriving,joy
throttle,anger
thump,anger
thumping,fear
tickle,joy
tiff,anger
tighten,anger
tinsel,joy
tirade,anger
toast,joy
tomb,sadness
toothache,fear
tornado,fear
torpedo,anger
torrent,fear
tortious,anger
tough,sadness
toxin,fear
tract,fear
tranquil,joy
tranquility,joy
transcendence,joy
trash,sadness
treasure,joy
trembling,fear
trepidation,fear
trespass,anger
tribunal,fear
triumph,joy
triumphant,joy
trophy,joy
truce,joy
true,joy
tumor,fear
turbulent,fear
tussle,anger
twinkle,joy
typhoon,fear
ultimate,sadness
unable,sadness
unacceptable,sadness
unaccountable,sadness
unacknowledged,sadness
unattractive,sadness
unbearable,sadness
unconstrained,joy
uncontrollable,anger
undertaker,sadness
undesired,sadness
uneasiness,sadness
uneducated,sadness
unexplained,sadness
unfavorable,sadness
unfortunate,sadness
ungodly,sadness
ungrateful,anger
unhappiness,sadness
unholy,fear
unification,joy
unimportant,sadness
uninspired,sadness
uninterested,sadness
uninteresting,sadness
uninvited,sadness
unjust,anger
unpleasant,sadness
unpopular,sadness
unpublished,sadness
unrequited,sadness
unsafe,fear
unsatisfied,sadness
unseat,sadness
unspeakable,fear
unsteady,fear
unsuccessful,sadness
unsympathetic,anger
untie,joy
untitled,sadness
untoward,anger
untrustworthy,anger
unwelcome,sadness
unwell,sadness
uplift,joy
urgency,fear
urgent,fear
urn,sadness
usurp,anger
utopian,joy
vacation,joy
vainly,sadness
validity,fear
veal,sadness
vegetative,sadness
venerable,joy
vengeance,anger
vent,anger
veracity,joy
verdict,fear
vernal,joy
versus,anger
vertigo,fear
veto,anger
vicious,anger
victor,joy
victorious,joy
victory,joy
villain,fear
vindicate,anger
vindication,joy
vindictive,anger
viper,fear
virtuous,joy
visionary,joy
visitor,joy
vitality,joy
vivacious,joy
vivid,joy
voluptuous,joy
vow,joy
wages,joy
wallow,sadness
wane,sadness
wanting,sadness
war,fear
ware,fear
warlock,fear
warn,
warned,fear
warning,fear
wary,fear
wasted,anger
waver,fear
wealth,joy
wearily,sadness
weariness,sadness
weary,sadness
weeds,sadness
weep,sadness
weeping,sadness
weighty,fear
weirdo,fear
welcomed,joy
wench,anger
whim,joy
whimsical,joy
whine,sadness
whip,anger
whirlpool,fear
whirlwind,fear
white,joy
whiteness,joy
wicked,fear
widow,sadness
widower,sadness
winner,joy
winnings,joy
wireless,anger
withdraw,sadness
wither,sadness
witty,joy
woeful,sadness
woefully,sadness
wonderful,joy
wonderfully,joy
words,anger
worn,sadness
worried,sadness
worsening,sadness
wreak,anger
wretched,sadness
wring,anger
wrinkled,sadness
xenophobia,fear
yearning,joy
young,joy
zeal,joy
zealous,joy
zest,joy
lonely,sadness
alone,sadness
griefed,sadness
better,joy
